a1,a2,a3,a4,a5,a6,a7,a8,emotions
2.8471,1.4487,2.5212,3.1991,2.1833,2.3616,2.1735,1.4653,angry
2.2704,2.126,2.7493,1.4652,2.3213,5.5227,2.3695,1.2708,angry
3.6056,2.9205,3.1734,2.5623,3.7801,3.1623,1.9385,1.8439,angry
3.1256,2.6667,3.3218,2.3145,3.989,4.0,1.9375,1.5013,angry
1.9475,2.3783,5.018,2.0173,4.8414,9.8995,1.7158,0.9475,angry
2.1111,3.1623,3.4705,1.3258,2.401,4.4721,2.1401,1.2058,angry
2.4037,2.5,3.0414,3.095,3.1419,2.8071,1.7114,1.1353,angry
2.3222,2.1891,3.1244,1.4619,2.134,3.6,2.1118,1.2727,angry
2.9304,7.6551,2.6136,2.0444,2.3051,2.9637,2.1108,1.5784,angry
2.7832,3.2988,4.0187,3.2363,3.2363,3.0,2.0785,1.3557,angry
3.25,2.3489,2.5495,1.9946,3.4921,4.3012,2.141,1.7066,angry
3.0,3.3397,2.9961,2.8885,2.9083,2.8071,2.4266,1.5279,angry
2.5529,3.7101,3.485,2.0204,2.1982,2.6261,1.8028,1.1929,angry
3.3015,2.5,2.7954,2.5308,2.2192,3.35,1.8932,1.5,angry
3.2186,2.4258,2.7789,2.5114,3.1529,4.219,1.8375,1.4753,angry
2.3675,3.8053,4.0316,2.3357,4.0663,4.3656,1.8889,1.2614,angry
2.6044,1.9303,3.8116,2.6602,1.9907,3.9115,2.1405,1.2262,angry
2.7857,1.4,4.0156,3.0821,3.0519,3.25,2.309,1.5,angry
2.6923,1.4444,2.5748,1.5747,3.1493,6.5,1.9231,1.4615,angry
3.6088,2.5495,3.5682,3.3767,3.0249,3.4752,2.1784,1.765,angry
2.4249,3.9662,3.0366,3.3397,2.2506,4.25,1.9492,1.2401,angry
2.6546,1.8974,3.5725,1.4621,2.1781,4.219,2.1942,1.3868,angry
2.5495,2.4083,3.9266,1.8029,2.5448,4.1695,2.0717,1.362,angry
2.6967,7.9057,2.6402,2.2825,3.0434,3.178,1.8158,1.1764,angry
3.8905,1.2857,2.8524,2.4038,2.1498,3.0,2.669,1.7812,angry
2.5473,2.466,2.6117,1.5883,2.0642,3.0104,2.4212,1.34,angry
2.935,3.5089,3.9469,3.6461,4.7334,4.1231,2.0765,1.3612,angry
3.0014,1.8333,3.3333,2.5745,3.3568,2.75,1.9113,1.3636,angry
2.9862,1.9315,3.5017,2.9777,2.191,3.5901,1.6215,1.2268,angry
2.6429,2.7456,2.4125,1.8601,2.8935,3.25,2.0783,1.4286,angry
2.7653,5.831,3.1545,2.3211,2.579,3.25,1.7709,1.3038,angry
2.6616,2.126,3.6338,1.9069,1.9332,3.3955,1.7143,1.1992,angry
3.2643,1.8409,2.4976,1.3807,1.8159,3.8079,2.1592,1.6296,angry
2.9155,1.8626,2.7693,1.7887,2.2395,3.0,2.25,1.4593,angry
2.334,3.5301,4.8908,1.7797,2.3406,7.0,2.0,1.2778,angry
3.07,2.7735,2.4949,2.3595,2.2693,2.7526,2.0265,1.5116,angry
2.4676,2.1429,3.6128,2.0812,2.507,5.0111,1.7308,1.2684,angry
2.4936,3.5089,3.6997,1.741,1.9083,4.0139,1.9262,1.1422,angry
2.9652,2.6165,3.5057,2.2072,3.2482,3.5314,1.9157,1.618,angry
2.6667,2.4,3.0,3.6938,3.2618,3.6667,2.0021,1.2528,angry
3.0845,2.0,3.4569,4.1722,2.4788,3.4928,1.9938,1.4191,angry
3.2979,4.1231,2.885,2.2107,3.2615,3.2558,1.6991,1.8078,angry
4.2881,3.5,4.0777,2.8874,2.4749,3.0185,1.8806,1.7202,angry
2.9823,1.1262,2.5495,1.5196,1.8128,5.099,2.0801,1.4839,angry
2.5364,7.6551,2.6465,2.3866,3.3096,3.0265,2.2709,1.471,angry
3.2596,1.5,3.1269,2.1403,3.5741,4.111,2.0015,1.6687,angry
2.8086,1.838,3.7951,2.1465,3.5523,5.0249,2.1271,1.456,angry
3.4177,3.0,2.5571,1.8329,2.6425,3.3955,1.9339,1.752,angry
3.1505,2.9506,3.7675,3.2425,2.2129,2.9205,2.091,1.5704,angry
2.4118,1.4167,2.0914,1.5,3.2742,14.0,2.0714,1.2353,angry
2.0006,3.288,4.0,2.1547,4.3094,3.75,2.2,1.2,angry
2.681,2.718,3.4233,1.6077,2.5112,4.2048,1.7625,1.5776,angry
2.922,3.4041,4.3333,3.3986,2.9881,2.6,1.9231,1.3537,angry
2.9091,1.375,1.9733,1.4594,2.0436,4.0,2.0017,1.5455,angry
3.4597,2.5495,2.7681,2.1614,2.2473,3.106,2.0363,1.6314,angry
2.9384,8.5147,4.0123,2.0156,2.0078,2.3393,2.4224,1.4681,angry
2.7729,2.9506,2.7306,2.3412,2.7343,2.9506,2.0957,1.5,angry
3.2398,1.7202,3.75,1.8439,2.3706,3.25,2.2321,1.744,angry
3.0095,3.4928,4.4727,2.7061,3.5132,3.178,2.2093,1.3701,angry
2.5633,4.0,2.9569,3.8364,3.0691,3.0104,2.3253,1.3125,angry
2.788,4.1971,3.57,2.2659,4.0731,3.0265,1.7952,1.394,angry
2.8077,7.1694,3.4125,2.3594,3.6206,3.4,1.9421,1.4984,angry
2.7932,2.8071,3.1415,2.0512,3.1455,3.1623,2.3124,1.503,angry
2.1116,2.1179,6.597,2.1095,2.8934,6.1847,2.255,1.1804,angry
3.2241,4.5,4.5757,3.0083,2.9291,5.5,1.6389,1.3333,angry
2.5586,4.4259,5.0358,2.3608,2.9114,3.9482,2.1814,1.3798,angry
3.3986,2.6,3.8891,2.4947,2.146,3.2882,2.2922,1.6993,angry
2.4336,2.6355,3.3997,2.7074,3.3843,3.7583,1.7308,1.2476,angry
2.5575,1.9884,3.1568,1.6128,1.856,3.0104,1.9948,1.1228,angry
2.918,4.2357,2.8935,1.8605,3.2722,3.1009,2.3022,1.5418,angry
2.6199,4.3333,3.0632,1.8368,3.6736,4.111,1.7709,1.31,angry
2.808,3.9108,3.4891,2.3036,3.1934,3.43,2.2804,1.5,angry
2.8607,2.3016,3.0125,2.3077,2.3077,3.25,2.2321,1.5731,angry
3.3615,1.6125,2.5057,1.6709,3.9811,3.2016,2.0836,1.8933,angry
3.0156,3.1623,2.5181,2.3001,5.2714,4.7539,1.7346,1.5416,angry
3.2216,2.2535,3.0071,2.5481,3.1236,2.9872,1.7444,1.7205,angry
2.7111,3.5089,2.9073,1.5709,2.2215,3.1623,1.9312,1.2903,angry
3.1279,1.7205,3.178,1.8118,1.6618,3.43,1.6401,1.3254,angry
3.7736,1.5811,3.7656,2.2475,1.9431,2.5055,1.8637,1.8804,angry
2.7341,3.0,4.0406,3.5214,4.7123,3.153,2.0769,1.3333,angry
3.1113,3.4928,2.9928,2.3601,3.83,3.0414,1.8251,1.6397,angry
2.4803,3.8348,3.4211,1.6326,1.7788,3.6056,1.7873,1.2215,angry
2.5645,1.9255,3.5357,2.3895,2.0287,4.5277,1.9865,1.328,angry
3.1016,1.25,4.0,1.7,2.125,5.0,1.9,1.5,angry
3.061,2.357,2.8506,1.361,2.9986,2.557,2.4734,1.6401,angry
5.0811,1.1319,2.4109,2.2965,2.5913,2.2638,3.5355,2.3217,angry
2.7433,3.6942,2.5551,1.9245,2.9471,3.1623,2.2804,1.4142,angry
3.2605,5.5227,3.2341,2.3928,5.4564,3.0104,1.9173,1.5418,angry
2.4189,2.8844,3.1953,2.6548,3.2928,3.1009,2.1204,1.1787,angry
2.3088,2.0039,2.6435,2.6359,2.6101,3.7947,2.1683,1.1868,angry
1.9977,1.7938,3.5178,2.5018,3.1273,3.0,2.085,1.0554,angry
3.4177,2.3534,3.3472,3.1172,3.3801,3.25,2.309,1.8352,angry
3.4376,2.4734,2.62,1.8247,2.4664,4.3333,1.7759,1.7759,angry
3.4545,2.75,2.2834,2.1667,2.8889,3.153,2.0,1.7273,angry
3.0046,3.0,4.0,1.6491,1.7759,3.25,1.9231,1.5855,angry
2.3758,1.6,3.4286,1.9762,4.8083,6.5,1.8462,1.125,angry
3.0431,3.6056,3.4211,2.1597,2.7713,5.1088,1.6667,1.5576,angry
2.9155,2.2361,2.4999,1.7891,3.1995,3.6702,2.0217,1.6508,angry
2.2231,2.8141,6.5769,2.1699,2.003,6.261,1.9299,1.1699,angry
3.0039,4.111,4.6904,2.1826,2.381,3.5089,1.9962,1.5404,angry
2.9076,2.1401,2.9073,1.9099,4.339,5.3437,1.6888,1.3893,angry
2.1819,4.8374,4.4939,1.6482,2.2011,3.2249,2.308,1.0642,angry
2.0801,1.8571,4.899,1.7261,2.5301,3.504,1.9508,1.2332,angry
3.003,1.1538,2.6311,1.8626,2.7099,2.8333,1.8273,1.6014,angry
3.844,2.0616,2.4664,1.8094,1.2664,4.5277,1.3722,1.6592,angry
2.7281,2.9483,2.6712,1.8943,2.3045,2.9205,2.0,1.1992,angry
2.4018,1.8916,4.2317,2.2311,2.3668,2.3616,2.3489,1.3282,angry
2.6638,3.6702,2.5212,1.6656,1.5403,4.1515,1.7102,1.394,angry
2.8,2.9417,3.0185,2.563,3.6277,2.7456,2.2189,1.6014,angry
4.1979,1.7759,2.8328,2.9345,2.4198,2.4,2.0,1.8773,angry
2.8969,5.0,3.5213,2.6911,2.3344,3.8079,1.7518,1.3535,angry
2.1893,3.153,3.1162,1.8326,3.5567,7.0,1.8571,1.1929,angry
3.0458,1.7205,2.6811,2.22,3.8057,2.4083,2.3312,1.646,angry
2.5049,2.5031,3.2858,1.755,2.2878,4.0311,2.4195,1.3991,angry
2.8634,3.0067,2.7134,2.5161,4.8997,3.0067,1.9336,1.4649,angry
3.2972,2.5125,3.2389,1.6603,3.2777,2.5495,2.1662,1.6044,angry
2.4234,2.3074,4.8331,1.8371,3.5775,4.3461,1.8423,1.2112,angry
2.7541,4.9092,3.7455,2.5436,2.9796,5.099,1.9666,1.5162,angry
2.5028,1.7545,2.4857,1.6372,3.3076,3.7947,2.09,1.3612,angry
2.0556,2.25,5.2,2.829,2.8013,2.9104,2.3333,1.1111,angry
2.8667,2.9417,2.5993,2.5961,3.6771,3.5,2.2189,1.6014,angry
3.0,3.0104,1.9475,2.3198,3.6679,2.5795,1.7503,1.4971,angry
3.7864,2.4375,2.1631,3.3795,2.9634,4.0,1.5637,1.8932,angry
2.3114,1.6031,2.6065,1.4514,2.2994,4.4272,1.9299,1.2491,angry
2.3684,2.3074,3.5747,2.0984,2.595,3.3282,1.752,1.0711,angry
3.0832,2.1435,2.8142,1.6336,3.0647,5.0111,1.8732,1.6943,angry
3.2836,1.1167,4.4,1.6708,2.5062,3.0,2.447,1.5952,angry
2.93,4.4721,3.6356,2.5795,3.0605,2.8284,1.7903,1.3601,angry
2.4527,3.8881,2.772,2.3976,4.6119,4.7539,2.0055,1.378,angry
3.0135,1.5224,3.2125,1.4686,1.754,3.1623,2.306,1.5691,angry
3.1403,2.5795,3.0419,1.9907,3.4658,3.0414,2.3965,1.6881,angry
3.0636,2.3393,3.6598,2.0764,2.6229,3.0,2.5,1.5674,angry
2.5606,1.4574,3.7143,1.8953,3.2665,4.3461,2.0722,1.3099,angry
2.6206,4.0078,3.2635,1.4639,2.906,5.0695,1.751,1.4401,angry
2.3863,2.0123,3.6706,2.3507,3.2918,4.2793,1.884,1.245,angry
3.5,1.3517,2.7987,2.0173,2.5613,2.6165,2.2796,1.8251,angry
2.136,2.0,3.1367,1.866,1.9611,3.4525,1.943,1.1372,angry
2.5864,1.4936,3.8667,2.4603,3.3813,4.6098,2.0864,1.1744,angry
2.0745,2.1231,3.1455,1.9228,2.8366,4.4472,1.8977,1.1237,angry
3.3283,6.7082,3.1574,2.3171,2.3171,3.4801,1.7894,1.4337,angry
2.7281,2.4715,2.5212,1.748,2.5433,5.3333,1.876,1.4634,angry
2.5301,1.8889,3.3472,2.0024,3.1148,3.75,2.0011,1.2955,angry
2.9075,1.7276,2.6098,2.3412,2.1103,3.737,1.8889,1.4538,angry
2.4118,2.8333,2.4807,1.8925,2.038,4.6667,2.0,1.2367,angry
2.7513,1.7143,3.5279,3.1298,4.0632,2.6,1.7709,1.5023,angry
2.3333,2.25,4.2638,1.6712,2.9679,2.8,2.4296,1.3345,angry
2.8434,4.3732,2.5763,2.3088,2.893,2.7735,1.6643,1.5103,angry
2.912,3.5355,3.333,3.1023,2.44,4.0552,2.0697,1.3682,angry
2.4734,5.6667,2.3256,2.9069,3.5786,3.8806,1.75,1.2353,angry
2.9361,6.0208,3.333,2.8339,3.7923,2.1926,1.986,1.2567,angry
2.9294,3.3955,2.6617,2.0127,4.6963,5.0596,1.7511,1.5017,angry
2.7341,2.9417,2.8529,2.0533,2.8754,3.0067,1.9302,1.5333,angry
2.2785,2.25,6.0533,2.0051,2.5519,7.0,2.1429,1.279,angry
2.6165,1.8385,2.6198,1.8411,2.6793,4.4272,1.6444,1.31,angry
2.8235,4.0139,3.3333,2.7613,2.7613,3.0,1.8333,1.3287,angry
2.8534,1.5595,2.357,1.852,4.3652,5.0111,1.8637,1.4979,angry
2.3158,1.9,3.4,1.9013,2.0197,4.5,1.8333,1.2643,angry
2.6371,2.0051,1.8552,2.1003,2.4957,3.3955,1.8585,1.3556,angry
2.829,3.0414,3.8631,2.8933,2.2942,3.6497,1.838,1.3333,angry
2.5457,2.6874,3.3385,2.4196,2.9036,5.0596,1.8125,1.3024,angry
2.7231,6.0093,5.3201,2.3615,2.351,3.1379,2.1287,1.3313,angry
2.7203,2.9361,3.4211,2.5902,2.8047,4.7011,1.9784,1.4,angry
3.336,3.0,3.1687,2.0809,4.0987,2.6077,2.6088,1.668,angry
2.795,3.0265,3.8243,2.4837,2.7763,4.7726,1.7122,1.2185,angry
3.4954,7.1063,2.6712,2.7569,2.7151,3.7947,1.9167,1.6916,angry
2.6478,2.0328,3.0989,1.5281,2.692,5.0,1.7923,1.3965,angry
2.5157,1.8605,2.2668,2.3329,2.583,4.9468,1.8945,1.396,angry
2.5342,4.7434,3.25,2.6308,2.605,3.0,2.1667,1.2667,angry
3.0458,1.7205,2.6811,2.22,3.8057,2.4083,2.3312,1.646,angry
4.5737,0.9899,3.6492,1.5161,1.8263,3.0,2.336,2.1476,angry
3.1655,2.4083,2.3636,2.1248,3.1873,2.8071,1.8538,1.663,angry
3.4799,2.4166,3.527,2.8366,2.7532,3.6942,1.7617,1.7062,angry
2.9385,3.1623,2.9961,2.3946,2.336,3.1623,2.1231,1.6172,angry
4.2326,1.5092,2.3608,2.4698,2.7312,2.5495,1.8605,2.0,angry
3.2558,2.9205,3.3637,2.5829,1.7288,3.75,1.4802,1.4215,angry
1.9452,2.5714,6.0,2.0339,2.7122,3.6667,2.3654,1.0,angry
2.105,2.6907,6.3431,2.2259,2.4217,4.7539,1.796,1.1037,angry
2.9497,2.8388,2.4214,2.2367,3.7015,3.0923,1.8436,1.409,angry
3.1804,1.8409,3.1769,1.7535,2.1042,3.1623,1.7657,1.5418,angry
2.9539,1.6601,2.2675,1.9938,2.4587,3.357,1.7681,1.4111,angry
2.8641,3.4041,3.0857,2.0587,2.0728,3.7583,1.7346,1.2903,angry
3.1688,1.8158,2.6667,2.7755,1.8377,2.6306,1.7503,1.5418,angry
2.1884,1.4545,5.8901,1.8818,2.4753,2.2638,2.7696,1.1891,angry
3.6942,3.1623,2.8767,2.1359,2.5172,2.9417,2.0044,1.7707,angry
2.4328,2.6719,2.7181,2.6765,2.2746,4.3461,2.1489,1.3114,angry
2.67,3.0,3.8853,3.6461,3.3044,3.5089,1.925,1.3333,angry
2.9113,2.3616,3.3217,2.4705,2.0852,3.0,2.1683,1.4971,angry
2.4105,4.2573,3.2743,2.9621,2.7216,2.9104,2.4224,1.2346,angry
2.4085,1.5984,4.626,1.7077,1.7676,3.7468,1.9024,1.3394,angry
2.858,2.0,3.6749,2.2657,3.817,3.0,1.8,1.4286,angry
2.4693,2.1476,3.4169,2.5741,2.145,3.1901,1.9826,1.2656,angry
2.7854,1.9796,3.4866,3.501,2.5761,3.6162,1.627,1.3391,angry
2.4676,2.9417,3.4342,1.5,2.3765,3.5,2.0,1.3333,angry
2.3863,2.0123,3.6706,2.3507,3.2918,4.2793,1.884,1.245,angry
2.3546,1.6172,3.3879,1.992,2.7624,3.0,2.3791,1.2962,angry
2.7621,1.6172,3.1769,2.344,2.8856,4.0139,1.9262,1.3061,angry
2.525,1.7029,2.7692,1.8803,2.2871,2.4,2.7513,1.3506,angry
2.3492,1.5404,2.9367,2.1319,2.6239,3.7314,1.8426,1.352,angry
2.9932,2.6789,5.5,1.9719,2.1806,4.0,1.75,1.4486,angry
2.5,2.0591,3.727,2.5309,2.4618,2.9306,2.1486,1.2831,angry
2.1585,2.0982,4.2638,2.4196,2.4031,3.7583,1.9336,1.2117,angry
2.7735,3.25,3.4342,1.9891,2.8562,3.638,1.6667,1.5385,angry
3.0055,2.6679,3.0207,1.7538,2.5908,3.0104,1.9173,1.4574,angry
2.5807,1.9849,3.0,2.2586,2.4224,3.8079,1.9119,1.2824,angry
2.6641,3.6461,3.7833,3.5052,2.2601,2.7456,1.8585,1.332,angry
2.4648,4.7539,3.1568,2.6511,4.5059,4.1231,2.0,1.332,angry
2.6229,5.0695,4.0156,3.6461,3.6461,2.5055,1.8637,1.2491,angry
3.4462,1.2857,2.8854,2.6194,2.4,2.0,2.2023,1.7812,angry
2.9917,5.0249,2.6151,2.7269,2.7683,3.25,1.6444,1.6044,angry
3.2972,2.5125,2.7748,2.776,3.1726,2.7951,1.8868,1.6044,angry
2.7488,1.2806,2.8137,1.9647,1.6618,3.0,2.0669,1.3435,angry
2.3555,1.3061,3.2743,1.5279,3.0225,5.0695,1.809,1.3519,angry
2.9172,2.9205,2.8151,3.2664,2.337,3.1623,1.8471,1.4971,angry
3.7537,0.0,2.5213,2.5361,3.5866,3.4234,1.9897,1.7692,angry
2.1006,2.0,3.4705,1.6169,3.6603,5.6667,1.8833,1.1511,angry
2.927,2.4775,3.2017,2.2884,2.3509,3.2358,1.8542,1.4002,angry
2.886,4.2426,4.0113,2.7067,2.2945,3.5795,2.2878,1.6026,angry
2.6641,3.6461,3.7833,3.5052,2.2601,2.7456,1.8585,1.332,angry
3.2188,9.9247,4.5101,1.7798,2.7935,4.5277,1.8781,1.7812,angry
2.8964,2.8771,3.5355,2.2741,2.5917,3.5355,1.8111,1.2953,angry
2.8365,3.4801,2.8755,2.0437,2.0747,2.6077,2.1489,1.3028,angry
3.6734,2.25,4.1784,3.3506,2.4749,2.4375,1.7911,1.5556,angry
2.4693,1.5909,3.3385,2.0848,2.5114,2.0396,2.5795,1.3435,angry
2.403,1.6601,5.9276,1.9342,2.3211,4.0139,2.0,1.2047,angry
3.1357,4.6786,3.6576,2.028,3.9367,3.75,1.8679,1.4979,angry
2.43,2.2361,6.0828,1.7451,2.2181,9.2195,2.5158,1.2104,angry
2.5606,2.0039,3.047,1.8703,2.5927,2.8071,1.9962,1.2491,angry
2.9129,3.1623,5.4029,2.0601,2.1403,3.7947,2.1731,1.3509,angry
2.5575,1.4514,3.5,1.6147,1.8597,2.7456,2.0013,1.3723,angry
2.336,1.6364,4.8305,1.8416,2.2698,2.7613,2.9098,1.2235,angry
2.8141,1.7379,2.338,1.6597,2.9046,3.0414,2.0697,1.5704,angry
2.467,1.8806,2.9754,1.4377,2.2705,7.0,2.1476,1.2332,angry
3.4673,15.0,3.5268,2.2346,3.2756,3.1667,1.9502,1.8714,angry
2.2195,3.0046,2.6516,2.0607,2.9142,3.5089,2.1386,1.2203,angry
2.6165,4.0311,3.5178,1.9114,3.3789,3.7583,2.0055,1.3083,angry
2.3555,4.6786,2.6201,2.7748,3.6997,2.2,2.0988,1.1422,angry
2.8721,3.4041,2.2834,2.326,3.0151,3.5355,1.9209,1.5739,angry
2.3947,1.9878,4.4223,1.7545,2.0105,3.5,2.2154,1.2235,angry
2.8673,5.0111,5.0444,2.0902,2.2367,3.2062,1.8755,1.4695,angry
3.1729,1.7205,2.3602,1.517,3.2771,4.6043,1.9157,1.7164,angry
2.5864,1.5481,3.6598,1.4474,2.9126,6.7231,1.9967,1.3519,angry
2.843,1.4936,3.3396,2.0834,2.0834,2.9104,1.8503,1.3391,angry
2.751,1.7704,3.3196,1.6271,2.5068,3.6461,1.9302,1.2491,angry
3.0779,2.1667,2.6065,1.9119,3.0043,3.8806,1.7511,1.6154,angry
2.3859,2.2361,3.2125,2.6691,3.943,5.3437,1.9337,1.3313,angry
2.8425,3.5355,3.2317,2.2209,2.456,2.9506,1.838,1.544,angry
2.419,5.3852,2.8327,2.8197,3.4712,2.9483,1.8732,1.2387,angry
2.3752,3.3397,3.9666,3.7145,2.5178,2.7526,2.0063,1.2457,angry
4.1049,2.0,2.1378,1.7006,1.9904,3.153,2.0015,1.9026,angry
2.5342,3.0,4.6667,2.2903,2.4985,2.6,2.1538,1.335,angry
2.9185,1.6172,3.1741,2.2657,2.6922,3.0,1.8667,1.5358,angry
2.7137,3.1901,2.3757,2.4637,4.301,3.43,1.7804,1.4525,angry
3.8667,3.0185,2.8571,3.1787,2.513,2.6789,1.7297,1.55,angry
2.7486,2.9678,3.2263,2.3952,2.6522,5.4129,1.7192,1.4673,angry
2.9428,3.4041,4.3764,3.7849,3.9811,4.3843,2.0584,1.503,angry
3.699,1.2166,3.5062,2.131,1.8646,2.6,2.3846,1.8906,angry
2.5688,2.0051,3.8891,2.1269,2.5272,2.4083,2.2484,1.3556,angry
3.0326,2.9678,3.182,1.8398,1.826,3.7652,2.0863,1.4776,angry
2.347,2.8406,4.316,1.7231,2.955,5.0,2.2804,1.2693,angry
3.0864,4.8166,2.9943,1.6988,2.8368,4.0,1.75,1.5866,angry
3.0069,2.6077,2.7378,2.5831,2.9269,2.6789,2.3695,1.4653,angry
2.9235,3.6162,3.2885,3.3846,5.0157,2.9417,1.7333,1.4572,angry
3.0845,2.0,2.9231,2.1667,3.25,3.5,1.8571,1.6687,angry
2.4403,1.6038,3.1139,1.9106,2.1215,4.8749,1.8576,1.3877,angry
3.1483,2.6077,3.2546,1.9824,4.0051,3.2596,2.2295,1.6179,angry
2.7273,2.4715,3.7312,2.7898,3.3581,3.0,1.7951,1.422,angry
2.6401,3.1623,2.5345,2.1684,4.1711,7.5166,1.7346,1.3509,angry
2.557,2.1667,6.0414,2.3694,2.6041,6.5192,1.855,1.3167,angry
2.8248,2.4083,2.4166,3.0693,3.0693,1.9796,1.9119,1.4142,angry
2.1607,3.8053,3.4169,2.3738,2.3738,2.9104,2.5055,1.1087,angry
3.4516,1.765,3.6889,1.4025,1.3844,2.8636,2.2196,1.5595,angry
3.178,3.1623,2.6364,2.8505,3.1522,2.8284,2.0616,1.6179,angry
2.2347,2.4395,5.1745,2.272,2.5835,2.6355,2.3908,1.2298,angry
2.8796,4.7539,4.1631,2.4661,2.4326,2.5495,2.9564,1.4695,angry
2.1674,2.25,4.4748,1.6172,4.3461,4.3461,2.1489,1.1111,angry
3.4089,2.4083,3.363,2.4772,2.1126,2.7613,2.7221,1.7459,angry
2.4968,2.5754,2.9566,2.0083,2.6777,3.2,2.1287,1.3879,angry
3.1623,3.153,3.6598,2.8576,3.238,3.0067,1.8673,1.5404,angry
2.4663,2.1667,3.3396,1.3607,1.8863,6.5,1.7709,1.2332,angry
2.5659,1.9849,2.9341,1.3083,1.734,6.5192,1.9189,1.2133,angry
3.9608,11.1803,2.4355,2.783,5.4194,2.8529,1.8195,2.1633,angry
2.9105,1.375,3.6667,2.1621,2.7026,3.3333,2.2023,1.5481,angry
2.5257,4.2573,3.7656,3.1,3.875,3.6056,1.6641,1.2919,angry
2.8508,4.6786,4.4633,2.638,2.1833,3.25,1.9246,1.2844,angry
3.1195,2.2672,2.2397,2.0691,2.9827,2.9417,2.2676,1.5607,angry
2.7735,2.2535,3.6747,1.6531,2.9831,3.5,2.6429,1.4433,angry
2.5583,4.0078,3.305,2.7,3.375,2.5495,2.0769,1.1852,angry
2.7346,3.0067,4.3609,2.6511,3.7747,3.4041,1.8538,1.337,angry
2.6923,2.6,3.0207,2.4083,2.1894,2.75,2.2727,1.31,angry
2.1193,2.9971,5.7009,1.9252,2.7023,3.6056,2.0541,1.0386,angry
2.9179,4.0,3.3663,1.4321,2.8643,3.25,1.7709,1.4191,angry
2.9211,2.8071,2.9178,2.25,2.7,3.3955,1.9286,1.4267,angry
3.4089,4.0139,3.82,2.8142,1.8596,2.9205,2.3312,1.663,angry
2.1328,2.1476,6.7327,2.105,1.8825,4.0139,1.8289,0.9978,angry
2.8066,3.4928,3.3663,3.3416,2.4314,3.35,1.8932,1.3611,angry
3.2388,2.3616,2.914,2.4084,2.3848,2.6,1.9246,1.4118,angry
2.7539,2.6306,3.1697,1.9459,2.8317,2.7951,2.1762,1.3874,angry
2.8382,2.5495,2.3065,1.7247,2.0215,3.6497,1.7207,1.5261,angry
2.8667,1.875,3.309,2.0027,2.7494,2.8,2.144,1.335,angry
2.4381,3.243,2.7902,2.2283,2.6885,5.099,1.8594,1.2241,angry
2.9105,2.75,3.1181,3.3291,3.4168,2.5,2.0,1.3636,angry
1.9596,2.0,3.9187,1.957,2.5915,7.5664,2.1897,1.0902,angry
2.4459,1.6814,4.6152,2.6754,2.6492,2.4,2.2562,1.2573,angry
2.1523,2.5,8.0311,2.4715,2.1368,3.3955,2.0763,1.1011,angry
3.0006,12.0208,3.1326,3.7054,4.5616,2.6667,2.1884,1.5294,angry
2.8172,1.8601,2.3452,2.5868,4.1711,3.2596,2.0835,1.5282,angry
2.2361,2.4042,4.1921,4.714,3.5355,7.0178,1.8538,1.1192,angry
3.0909,2.75,3.0207,1.3607,2.3451,3.1623,2.2023,1.4574,angry
3.0591,2.0,2.6,3.1684,2.8163,3.2882,1.831,1.4887,angry
2.1383,2.0902,3.0052,2.1177,2.414,4.5069,1.9486,1.127,angry
2.471,3.4234,3.6972,2.2487,2.4684,3.6702,1.8796,1.1916,angry
3.1403,2.5795,3.0419,1.9907,3.4658,3.0414,2.3965,1.6881,angry
3.0747,4.6667,2.3452,2.3045,4.4328,4.0,1.7511,1.5017,angry
2.6429,3.5,2.7693,2.0173,2.6897,7.0,1.8585,1.3571,angry
2.6047,3.2249,3.277,2.0764,4.1528,3.2062,1.81,1.3658,angry
3.5777,3.6056,3.4759,2.5589,2.9096,2.808,1.9178,1.6172,angry
2.106,1.8348,4.0044,2.5964,2.2986,3.2358,2.1319,1.1594,angry
4.1391,2.2871,3.5747,1.705,2.7845,2.5125,1.7938,1.595,angry
3.3009,3.2882,2.5886,1.5174,1.9509,3.4525,1.7995,1.7553,angry
3.2728,2.4734,4.2242,2.0043,2.4788,4.0552,1.6624,1.4839,angry
2.403,1.6601,5.8901,1.9798,2.154,4.6786,1.8538,1.2656,angry
3.1568,3.8079,3.1052,3.3089,3.2101,3.638,1.6014,1.4948,angry
3.0317,9.434,5.1514,3.1259,3.4264,2.5221,1.9266,1.7385,angry
1.9948,1.9379,4.2969,1.5636,2.2113,5.0,2.4803,1.0946,angry
2.7435,3.8471,2.7647,3.8275,4.1533,2.8284,1.6508,1.419,angry
3.243,3.0104,2.3636,3.1416,2.7253,3.0265,1.5915,1.4971,angry
2.6229,5.3437,3.1269,2.2732,3.031,2.3393,2.0,1.3159,angry
2.3925,3.2344,3.5449,2.039,3.0538,2.7951,2.2804,1.118,angry
2.2322,1.7032,5.2615,2.2504,2.6846,4.1231,2.1598,1.1742,angry
2.7518,2.0069,4.0276,2.2005,2.0069,3.0185,2.671,1.4215,angry
2.8345,2.9205,2.8151,1.7436,2.3916,3.0104,2.0828,1.4971,angry
3.3379,2.3859,2.9358,3.4554,3.0897,2.9483,1.7612,1.5811,angry
2.7927,2.4187,3.4397,2.765,2.618,2.5257,2.141,1.365,angry
2.6897,1.4936,3.958,2.0432,2.2455,3.0732,2.3961,1.2567,angry
